	young	middle	old
C07G2.3.1	434.128	410.386	395.292
R151.3.1	2940.922	2647.41	2844.412
C05D11.1.1	91.707	83.425	90.114
F37C12.9.1	2810.55	2205.664	2278.59
C23G10.3.1	2861.901	2811.098	2359.262
F56F3.5.1	2605.786	2649.887	2579.256
F42C5.8a.1	3394.365	3273.822	3388.398
B0336.10.1	2781.549	3157.029	3034.953
F55D10.2.1	270.665	127.196	213.129
C09H10.2.1	3596.746	3646.66	3204.504
C36E8.1.1	23.713	45.149	39.321
ZC395.2.1	42.05	52.263	45.264
F09B9.3.1	67.758	64.398	91.766
F56C9.1.1	306.696	333.828	313.57
R13G10.1.1	9.494	6.689	8.446
R09B3.5.1	214.081	256.282	321.384
T05E11.1.1	2759.262	2348.386	2421.138
T05E11.6.1	38.495	25.694	34.11
T05E11.5.1	184.925	108.303	110.78
F10E7.7.1	3009.589	2142.434	2565.864
F37C12.4.1	7608.64	4067.594	3500.384
D2024.3.1	92.841	49.617	66.251
F54E7.2.1	2296.114	1520.566	1235.474
F37C12.11.1	3030.493	3509.04	3536.002
T01E8.6.1	59.844	38.324	43.085
C26E6.6.1	38.869	53.265	40.139
F54C9.5.1	2828.951	2987.532	2842.008
F08C6.2a.1	40.531	40.049	48.864
T19C3.8.1	84.427	77.142	60.898
F42G9.1a.1	83.685	64.382	92.652
T23F11.1.1	59.85	86.272	119.105
ZK1010.1.1	3941.438	4090.129	3938.349
F28C1.2a.1	3.953	4.013	3.389
C14B1.5.1	26.593	20.389	19.821
T24H7.1.1	429.293	472.797	433.641
Y22D7AL.5a.1	467.743	584.499	409.215
C06E7.3a.1	84.779	60.972	88.7
C05D11.11b.1	565.751	487.941	437.653
R74.6.1	14.604	15.074	16.501
F14D12.2.1	25.298	23.523	18.492
C05D2.1a.1	17.272	21.711	18.913
F57C7.3a.1	17.698	14.498	32.562
F13B10.2a.1	3066.752	2561.736	2292.737
C49H3.11.1	2508.485	2016.749	1890.879
C16A3.9.1	3165.159	2770.987	2676.487
F53H8.2.1	14.343	9.227	15.906
K04F10.4d.1	20.147	18.425	18.555
C26C6.2.1	81.689	97.54	131.431
Y49A3A.5.1	273.959	367.012	287.988
Y75B12B.5.1	738.732	519.994	432.059
F59E10.2.1	43.766	54.66	45.724
F31C3.1.1	544.566	755.712	650.749
F42G9.2.1	68.006	34.772	37.392
Y75B12B.2.1	3777.534	4276.723	3759.42
B0252.4b.1	55.677	69.172	82.255
T01B7.4.1	103.98	133.101	125.951
F09E5.8.1	40.084	42.076	28.226
F35H12.3.1	14.042	12.398	17.607
C36E8.5.1	1954.134	1343.476	1496.867
C35B1.1.1	111.548	129.481	160.853
F21C3.5.1	276.999	323.359	209.551
T24H10.1.1	67.292	86.298	86.556
C47D12.6a.1	236.541	206.633	236.997
F13D12.4a.1	488.343	344.56	296.423
F13D12.6.1	286.397	364.867	249.586
F32A5.3.1	22.9	23.194	11.781
F41C3.5.1	425.682	502.801	602.991
C26F1.9.1	4461.181	4494.692	4706.436
C27A2.2a.1	2656.117	3029.38	2081.462
K02B2.5.1	3868.219	4645.57	3576.703
F57B10.10.1	286.837	232.007	402.919
F59A2.4a.1	38.489	32.447	26.143
F46C5.8.1	107.882	93.953	125.088
C08H9.3a.1	15.795	17.881	13.653
T05H10.6a.1	305.088	279.916	259.983
R03G5.1.1	2387.676	2284.221	2561.828
F09F7.2a.1	460.032	302.783	86.448
F31E3.4.1	22.036	12.342	27.003
F31E3.3.1	86.6	76.48	91.782
K05F1.2.1	18.066	12.051	15.458
C33H5.18b.1	23.112	22.777	31.11
K07C5.1.1	112.773	133.521	131.435
D1005.1.1	101.497	92.321	70.862
F47B10.1.1	172.218	164.864	172.589
C50F7.4.1	201.538	211.198	157.878
C05G5.4.1	106.76	86.963	76.98
T06D8.6.1	52.924	79.395	58.373
F21C3.3.1	275.633	303.052	229.532
F54E7.7.1	42.182	25.406	45.142
B0361.8.1	32.936	51.286	40.586
C14A4.3.1	24.505	16.769	13.836
F44G4.1.1	22.993	26.736	23.223
R10E4.5d.1	19.593	12.217	7.885
F17C11.9a.1	1737.224	1267.428	1047.079
K02A4.1.1	173.969	171.361	193.207
C06A1.1.1	619.28	473.921	451.049
C41C4.8.1	386.986	274.961	257.009
M03C11.5.1	38.168	70.0	50.479
K04D7.2a.1	41.167	41.97	36.781
F11A10.1a.1	48.092	51.186	51.306
F25B4.6.1	20.61	23.102	18.149
K09F5.2.1	1551.447	561.52	352.413
F28D1.10.1	17.168	20.498	19.696
ZK1127.10.1	298.216	385.958	256.913
F13E6.1.1	157.689	153.066	244.982
K12C11.2.1	1563.466	980.523	1186.854
Y37D8A.14.1	893.726	671.001	593.379
Y5F2A.1.1	808.753	1081.329	624.484
H22K11.1.1	827.034	1182.136	1054.563
Y57A10A.30.1	11.694	4.732	1.911
C35D10.16.1	104.183	78.154	96.37
C02F5.13.1	24.71	18.96	30.479
JC8.3a.1	2694.572	2445.384	1956.868
T23D8.5.1	321.77	188.149	238.142
C15F1.4.1	47.573	56.176	52.85
C17G10.4h.1	9.885	10.334	20.823
K02D10.5.1	79.915	119.552	107.187
T19B4.1.1	7.196	17.182	13.359
C15C7.1.1	20.732	14.755	12.883
C01G5.8a.1	9.742	7.66	5.559
C10C6.6.1	33.957	28.435	37.348
C34B7.3.1	6.784	24.763	24.766
C55A6.9.1	57.695	43.065	49.291
D2030.6.1	53.329	61.94	64.13
D2030.1.1	52.126	50.276	55.018
D2030.2a.1	41.193	77.718	76.685
D2030.4.1	277.398	207.231	189.427
D2030.3.1	16.92	24.152	24.148
D2030.7.1	26.417	19.931	16.333
D2030.8.1	25.256	32.879	43.566
D2030.9a.1	23.655	18.926	21.284
T25G3.4.1	56.801	81.379	58.618
F08B4.7.1	169.127	193.135	224.322
F10C2.4.1	52.105	64.622	56.354
F10C2.6.1	15.738	16.74	9.261
F13G3.9.1	65.006	52.294	58.686
F16A11.1a.1	21.277	22.026	28.771
F20G4.1.1	14.294	10.616	13.331
F25H9.4.1	7.695	7.621	7.936
F26E4.7a.1	5.261	3.701	5.412
F26E4.9.1	964.774	873.081	713.656
F36A2.7.1	974.157	724.315	755.791
F36A2.8.1	115.61	93.259	80.83
F39H11.3.1	18.538	21.411	19.05
F39H11.1.1	80.231	51.817	47.596
F39H11.5.1	755.899	619.324	604.614
F49C12.9.1	68.229	73.367	71.602
F56F10.1.1	46.555	85.32	66.629
F58G11.2a.1	81.804	70.633	78.099
F58G11.3a.1	47.35	54.387	48.421
K05B2.3.1	29.316	20.905	16.245
F38B2.1a.1	10.623	18.444	10.197
K02B12.7.1	34.299	33.972	35.057
K07A1.1.1	35.471	81.46	68.829
K07A1.9a.1	24.238	37.054	24.533
K07A1.10.1	54.326	59.962	44.179
K07A1.12.1	294.002	256.062	327.033
K07A1.11.1	56.471	52.288	59.543
K07A12.1.1	35.778	48.236	55.061
K07A12.2.1	98.911	130.437	93.202
K07A12.3.1	894.253	724.206	571.181
K07A12.4a.1	14.969	15.468	11.581
K08F8.4a.1	110.583	78.447	97.662
R13H4.4a.1	25.956	26.08	28.436
R13H4.5.1	24.224	7.492	10.727
T05B11.3.1	280.22	193.85	195.245
T23G11.7a.1	12.027	18.694	15.585
Y92C3B.2a.1	169.687	126.349	162.134
E01H11.1b.1	15.358	16.883	17.323
B0432.13.1	14.309	3.449	2.97
B0432.4.1	44.951	71.941	57.743
B0432.3.1	97.363	58.343	52.773
B0432.2.1	196.881	130.708	151.492
B0547.1.1	98.517	113.459	112.971
C10G11.7a.1	418.957	341.515	573.682
C23H3.4a.1	76.402	48.804	46.501
C23H3.1a.1	24.636	19.319	19.985
C32E8.3.1	107.235	207.569	136.027
C32E8.2a.1	3196.655	2842.946	2702.238
C32E8.11.1	28.756	26.132	37.652
C37H5.6a.1	188.687	158.336	138.644
C37H5.5.1	14.054	22.626	18.688
C37H5.9b.1	5.557	11.216	7.249
C43E11.7.1	27.185	36.922	28.233
D2092.5.1	13.144	9.097	21.211
D2092.2.1	78.77	60.722	68.215
F07E5.2.1	8.128	3.893	4.642
F07E5.5.1	19.523	18.483	15.223
F08D12.10.1	11.558	5.36	11.69
F08D12.3.1	50.822	83.857	53.173
F08D12.1.1	69.811	58.84	60.298
F11G11.7.1	39.096	33.226	29.556
F11G11.5.1	133.978	109.662	208.22
F11G11.11.1	1181.532	263.293	68.678
F11G11.3.1	15.279	24.588	15.435
F11G11.2.1	687.225	647.976	473.578
F18F11.1.1	31.273	21.847	18.714
F21F3.1.1	20.748	20.026	14.25
F21F3.6.1	237.549	203.091	470.63
F25B4.7.1	16.377	19.093	12.061
F26B1.3.1	514.97	400.301	314.604
F26B1.2a.1	238.82	247.707	233.39
F27C1.6.1	28.712	27.534	22.844
F46F11.4.1	139.291	190.605	199.652
F46F11.5.1	637.638	320.064	355.429
F46F11.6.1	18.036	28.273	27.836
F46F11.2.1	2502.094	2809.455	2310.879
F46F11.1a.1	17.027	22.434	19.833
F53E10.4a.1	36.976	241.157	155.663
F53E10.1.1	29.815	22.091	48.003
F55F8.2a.1	16.55	21.793	18.216
F55F8.3.1	36.007	23.048	20.636
F55F8.5.1	33.311	31.611	28.087
F55F8.6.1	99.309	38.092	49.16
F55F8.9a.1	58.351	70.283	69.469
F56A3.4.1	66.127	65.852	55.659
F56A3.2.1	11.412	10.026	10.612
F56A3.1.1	10.193	9.551	9.266
F59A3.3.1	66.031	73.857	56.098
F59A3.4.1	32.667	56.425	44.318
F59A3.12.1	25.607	39.232	38.204
F59A3.1.1	6.856	14.612	11.028
K11H12.4.1	31.507	40.726	31.823
K11H12.8a.1	167.922	211.774	219.362
K11H12.2.1	3360.254	3373.027	3164.662
K11H12.1.1	102.382	48.834	43.61
M01A10.3.1	311.946	242.403	296.699
M01A10.1.1	11.464	13.822	11.551
M01E11.5.1	1269.552	1235.456	861.857
M01E11.3.1	7.711	5.161	3.425
M01E11.6.1	40.096	43.267	25.965
M01E11.2.1	63.294	64.513	47.799
M01E11.1.1	27.007	25.697	23.128
R57.1a.1	35.051	76.375	65.943
T01B11.2a.1	24.516	39.982	19.927
T01D1.4a.1	27.955	26.447	19.863
T03F1.11.1	43.663	38.239	24.047
T03F1.8a.1	40.138	46.996	36.957
T03F1.3.1	282.835	301.015	195.508
T03F1.1.1	67.798	44.576	39.501
T10H10.2.1	13.395	7.83	5.517
T19B4.5.1	57.2	54.045	51.667
T19B4.4.1	47.501	61.089	42.201
T19B4.3.1	78.662	77.732	73.698
T19B4.2.1	82.631	69.193	82.717
T20F5.6.1	28.329	25.293	43.794
T20F5.7.1	74.858	72.274	48.724
T23B3.2.1	180.18	96.828	415.256
T23B3.1a.1	54.279	50.827	60.944
T23H2.3.1	43.685	31.826	31.804
T23H2.1.1	84.883	107.953	106.368
T27A3.7.1	17.098	35.407	32.211
T27A3.2a.1	153.385	160.32	165.681
T28A11.21.1	13.457	22.686	14.073
W09C3.4.1	34.992	31.334	24.222
W09C3.7.1	32.333	38.405	89.463
ZC204.2.1	16.102	13.181	8.601
T22A3.3a.1	49.989	31.086	49.162
T23H4.3.1	6.315	13.621	13.562
T23H4.2.1	8.606	20.295	19.817
T28B8.1.1	57.208	57.495	120.138
ZC410.5a.1	95.941	290.166	110.631
F26H9.4.1	11.477	21.622	15.466
F26H9.2.1	23.12	15.115	19.418
F26H9.5.1	89.631	111.79	105.41
F26H9.6.1	183.725	243.379	213.469
F32A7.5a.1	19.44	17.475	18.1
F32A7.4a.1	12.144	22.523	20.071
F32A7.6.1	3.819	3.971	3.56
F32H2.4.1	36.25	29.374	36.993
F32H2.1a.1	22.907	18.848	22.402
F32H2.3.1	36.487	50.257	56.924
F32H2.5.1	36.054	46.135	42.357
C44B11.3.1	8.284	6.835	3.151
Y37E3.7.1	4000.221	3655.488	2443.97
C53H9.1.1	3022.032	2744.216	3010.793
W08E3.3a.1	361.623	292.468	257.757
W08E3.1.1	936.591	654.434	662.561
F25H9.6.1	18.796	22.232	18.747
F25H9.7a.1	45.44	44.226	29.261
F32H5.1.1	20.028	37.657	31.564
F53F1.2.1	90.884	101.289	83.822
M04G12.1a.1	17.47	5.327	9.851
M04G12.2.1	40.879	59.168	70.804
R10D12.9.1	23.384	102.59	70.81
R10D12.12.1	39.642	48.955	43.755
T10G3.3.1	23.226	29.056	6.812
T10G3.6a.1	97.064	158.719	208.661
F02E9.2a.1	26.808	19.747	16.76
C10H11.9.1	35.403	35.978	45.839
F56D2.1a.1	357.159	301.174	278.574
Y37E11C.1a.1	10.048	8.598	9.654
ZK370.3a.1	58.619	57.124	48.014
ZK370.4b.1	33.033	36.419	31.927
ZK370.5.1	71.013	95.479	72.833
C09G12.8b.1	77.784	98.47	102.712
B0464.2a.1	36.956	32.645	49.085
B0464.3.1	171.163	190.417	314.647
B0464.4a.1	26.591	25.762	26.735
B0464.5a.1	45.65	43.318	39.245
B0464.6.1	58.613	49.834	63.681
B0464.7.1	692.317	654.287	693.115
C38C10.2.1	83.624	75.021	114.234
C38C10.4.1	30.681	17.312	17.101
C40H1.5.1	67.603	133.556	142.047
B0464.1.1	224.639	303.479	309.548
C40H1.6.1	42.349	55.615	47.104
F54G8.3.1	11.064	10.676	16.221
F54G8.4a.1	1.963	3.41	3.31
T23G5.1.1	459.367	388.058	523.619
T23G5.2a.1	44.833	35.291	58.45
R12A1.4.1	11.454	30.422	16.67
F29D11.1.1	9.548	12.503	11.176
C30C11.1.1	38.536	33.821	32.312
C30C11.2.1	349.196	275.677	291.1
C30C11.4.1	443.713	329.203	280.297
R07G3.1.1	189.349	199.752	251.864
ZC101.2e.1	13.087	6.808	3.142
F13G11.3.1	917.004	1754.68	2000.433
M199.9.1	61.255	73.069	15.461
F13H6.3.1	29.624	29.843	15.433
Y73B6A.5a.1	50.962	56.534	48.481
B0495.5.1	18.851	30.747	33.607
B0495.6.1	130.901	177.272	162.81
B0495.7.1	45.459	61.864	63.551
B0495.8a.1	43.26	23.922	25.298
B0495.9.1	35.752	54.672	49.67
C08B11.4.1	39.129	45.64	38.814
C08B11.8.1	16.112	18.393	16.581
C08B11.9.1	33.905	38.73	41.796
C04A2.3a.1	20.734	26.062	30.747
C05C10.5a.1	159.22	84.098	128.899
C09F5.1a.1	11.096	4.421	3.607
C09F5.2b.1	16.688	30.952	24.507
C13B9.3.1	115.059	140.217	127.123
C18H9.3a.1	102.867	64.274	65.589
C18H9.6.1	74.115	143.577	151.618
C28H8.1.1	46.146	47.337	101.434
C28H8.12.1	81.591	86.425	70.921
C16C10.3.1	78.391	77.995	66.847
C16C10.4.1	182.035	200.299	238.317
C16C10.6.1	25.004	35.078	24.582
C16C10.10.1	78.454	70.919	70.821
C16C10.11.1	613.83	440.665	388.051
C32A3.1a.1	19.726	17.629	27.356
C32A3.2.1	42.668	50.965	30.656
C32D5.3.1	16.144	15.391	10.646
C32D5.5.1	48.111	43.277	55.58
C32D5.6.1	4.771	8.19	6.231
C32D5.10.1	23.558	16.757	18.755
C34C12.4.1	120.669	123.192	149.616
C34C12.7.1	18.851	6.872	4.735
C41C4.6.1	76.708	71.86	79.814
C56G2.1a.1	66.047	77.97	99.676
C56G2.7a.1	318.865	252.491	226.884
EEED8.1.1	170.437	161.513	141.237
EEED8.3.1	137.206	72.259	72.36
EEED8.4.1	74.415	34.417	63.543
EEED8.9.1	19.038	24.288	17.84
EEED8.10a.1	4.562	11.853	6.821
F10B5.2.1	36.16	55.889	44.056
F19C6.2.1	22.452	10.408	12.91
F21H12.1.1	29.386	32.816	35.691
F21H12.5.1	11.783	20.089	20.414
F25B5.1b.1	5.086	7.981	8.297
F25B5.2b.1	37.965	51.067	46.202
F25B5.3b.1	67.941	75.104	47.508
F25B5.5.1	9.292	10.359	9.957
F36G3.2.1	9.522	8.839	14.182
F42A8.1.1	51.714	80.686	13.26
F42A8.3.1	16.98	34.032	29.879
R144.2a.1	26.247	23.233	29.436
R144.5.1	10.973	12.899	16.273
T05H10.4a.1	95.908	62.497	90.202
T05H10.5b.1	46.508	51.725	55.062
T09B9.4.1	16.975	33.044	34.249
T10F2.3.1	24.01	36.453	36.957
ZK1128.2a.1	7.644	7.531	8.496
ZK1307.1a.1	44.273	32.972	40.825
ZK1307.5.1	11.066	16.032	13.27
ZK1320.2.1	328.199	470.966	873.471
ZK1320.3.1	317.886	829.259	671.706
ZK1321.3.1	36.896	48.284	35.975
ZK177.1.1	46.606	24.844	29.784
ZK177.4.1	63.345	54.473	56.092
ZK177.6.1	106.013	73.084	108.432
ZK177.8a.1	24.624	59.729	47.881
K04G7.11.1	73.665	63.265	90.915
F47D12.4a.1	156.535	116.342	131.453
F47D12.9a.1	29.751	25.605	44.199
F48E8.2.1	39.223	29.821	22.82
F48E8.4.1	12.763	24.766	19.148
F48E8.7a.1	74.519	81.272	61.592
K07E1.1.1	46.076	40.511	35.255
K10D2.2.1	66.977	54.379	55.902
K10D2.3.1	24.371	23.79	22.009
K10D2.4.1	182.231	213.088	194.752
R03D7.4.1	23.422	17.637	22.029
R06F6.4.1	30.359	34.933	27.54
R06F6.8b.1	6.522	8.399	6.704
R06F6.11.1	93.622	106.147	79.546
R07G3.5.1	251.305	182.278	203.504
R07G3.7a.1	42.031	27.78	28.135
AH6.5.1	150.965	152.27	152.255
B0495.2a.1	36.002	39.821	33.502
B0228.7.1	28.441	42.025	31.617
C08B11.2.1	28.66	32.197	26.859
C08B11.3a.1	43.781	24.461	44.301
C08B11.5.1	94.922	72.415	91.556
C08B11.6.1	36.228	27.141	28.187
C08B11.7.1	131.68	175.46	140.942
C04A2.1.1	19.658	2.616	5.888
C04A2.7a.1	26.306	20.173	29.834
C05C10.3.1	85.08	64.745	57.341
C05C10.4.1	145.651	432.162	298.796
C09G5.2a.1	16.223	14.447	12.099
C09G5.5.1	741.995	369.798	101.902
C16C10.1.1	15.766	21.37	12.785
C16C10.2.1	41.636	60.932	38.51
C16C10.7a.1	27.018	23.664	28.734
C28H8.4.1	208.48	209.092	248.731
C28H8.11a.1	61.426	103.135	81.888
C28H8.3.1	133.683	108.278	126.921
C28H8.6a.1	17.874	18.037	26.115
C28H8.9a.1	41.924	49.974	56.935
C32D5.9.1	1226.118	1063.953	1766.598
C34C12.3.1	65.397	44.243	70.738
C41C4.4a.1	23.456	21.422	26.579
C41C4.7a.1	88.297	113.895	97.263
C45G9.2.1	10.035	12.057	9.234
C45G9.7.1	45.238	37.13	35.981
F25B5.6a.1	8.998	11.131	11.088
C56G7.1.1	530.354	563.539	510.558
EEED8.7a.1	196.708	107.211	202.097
D2013.9.1	69.683	59.889	60.95
C56G2.6a.1	228.964	230.189	188.865
E02H1.1.1	46.365	29.323	23.867
E02H1.3.1	13.027	10.426	9.609
E02H1.4.1	51.684	43.757	56.147
E02H1.5.1	43.842	43.22	35.211
EEED8.2.1	9.097	2.887	3.523
EEED8.5.1	31.669	36.724	29.188
F07F6.4.1	63.812	78.527	71.061
F10B5.1.1	4230.184	4276.723	3773.948
F10B5.5.1	21.627	40.891	35.301
F19C6.1.1	7.91	5.546	4.559
F21H12.6.1	101.056	87.971	71.38
F48E8.5.1	290.137	271.528	339.722
F58F12.1.1	798.841	790.389	572.92
F42A8.2.1	244.068	245.72	239.344
F27E5.1.1	22.508	25.798	46.436
F33H1.3.1	29.343	41.147	45.509
F34H10.3.1	38.856	25.931	52.041
F36G3.1.1	6.147	7.823	7.638
F48E8.1a.1	34.367	46.424	24.475
F48E8.3.1	84.203	114.84	99.773
F48E8.6.1	62.896	61.404	60.697
M106.4b.1	59.353	48.85	52.174
R03D7.1.1	22.707	21.075	22.022
ZK945.2.1	479.286	493.821	377.165
K04G7.10.1	82.569	47.716	54.373
K10D2.1a.1	25.4	27.159	19.472
K10D2.6.1	73.946	57.541	58.243
M106.1.1	48.526	57.216	62.763
M106.2.1	9.804	9.862	11.05
R06F6.2.1	23.407	20.533	14.916
R06F6.5b.1	102.678	95.288	115.902
R06F6.9.1	133.419	149.704	122.172
R07B1.3.1	8.526	1.455	2.771
R07B1.4.1	60.063	83.34	67.31
R07B1.10.1	849.842	1183.515	1498.143
ZK675.1a.1	169.48	194.953	171.966
ZK945.1.1	13.802	13.301	19.34
ZK945.3.1	50.1	66.735	49.718
ZK673.2.1	114.105	166.09	266.978
ZK1290.5.1	13.097	40.817	26.425
ZK1290.8.1	10.447	11.077	23.021
T27D1.1.1	17.858	16.952	12.414
W02B3.2.1	6.73	2.583	3.729
ZC506.1.1	20.272	17.165	17.836
ZC506.3.1	13.916	10.91	13.254
ZK1128.1.1	14.079	24.154	15.202
ZK1128.4.1	22.11	26.62	26.161
ZK1128.5.1	31.048	21.577	33.958
ZK1128.6a.1	27.757	28.434	30.283
ZK1307.6a.1	28.981	30.525	38.58
ZK1307.9.1	22.53	10.461	12.421
ZK1320.1.1	42.742	126.596	92.936
ZK1320.9.1	130.161	89.429	93.072
ZK177.5.1	13.082	15.434	12.36
ZK673.1a.1	55.91	41.857	34.243
ZK673.5.1	24.173	3.339	4.484
K07C10.1.1	9.134	20.524	14.493
C53C9.2.1	16.956	12.882	8.338
F59B10.4a.1	7.542	3.328	8.245
C18A3.3.1	53.914	66.129	49.016
B0244.8.1	214.211	224.407	200.967
C14F5.1a.1	17.839	30.667	82.777
K10B2.1a.1	44.909	44.373	43.116
K10B2.2a.1	15.199	6.073	6.168
K10B2.4.1	224.11	222.678	230.496
K10B2.5.1	39.191	42.052	35.147
T15H9.6.1	9.786	4.282	10.886
R74.1.1	130.397	120.784	116.965
K07A1.17.1	91.537	82.676	94.669
W01A8.8a.1	15.316	42.21	34.805
C02F4.2c.1	25.715	29.867	38.047
F53C11.9.1	61.118	93.506	59.757
F40F8.11a.1	37.2	28.341	36.744
M106.3a.1	53.88	44.533	55.875
M106.7.1	70.903	42.686	33.758
Y49A10A.2.1	14.766	12.372	11.375
D2096.13.1	14.632	25.377	28.867
R144.6.1	55.564	47.442	41.139
T05H10.2.1	16.423	29.634	23.225
T05H10.7a.1	24.659	22.232	19.965
T15H9.2.1	27.964	43.425	26.535
T19C3.4.1	22.027	22.889	43.827
T28D9.10a.1	494.201	441.12	468.228
T28D9.1.1	273.732	198.425	219.341
T28D9.2a.1	149.754	104.893	162.801
T28D9.3a.1	12.27	18.97	21.316
F15G9.1a.1	60.025	52.473	51.148
F08B1.1a.1	26.997	23.567	56.202
T10F2.1a.1	137.18	138.639	128.233
T07A5.2.1	46.384	43.875	60.906
T07A5.3.1	6.325	9.499	3.993
T10F2.2.1	52.201	46.0	42.079
T10F2.4.1	153.123	112.304	142.939
ZK632.13a.1	68.741	96.127	70.12
C23G10.2a.1	294.93	253.877	219.316
F52C9.3.1	24.302	20.795	16.145
F52C9.8b.1	19.196	17.224	24.714
F56D1.2.1	12.848	5.911	6.399
F56D1.3.1	86.737	108.78	84.174
F56D1.6.1	12.637	16.246	36.331
F45E1.6.1	97.512	84.701	147.035
F46H5.3a.1	956.84	558.677	366.603
B0286.3.1	40.185	29.099	24.556
F38E1.7.1	12.57	5.134	5.333
F56H9.5.1	6.196	5.172	6.092
Y47D3B.10.1	29.404	34.004	49.378
C42D8.8a.1	72.969	103.889	188.484
ZC168.4.1	434.453	390.766	548.773
T06E6.2a.1	746.449	418.404	859.406
C33D3.1.1	13.481	13.82	19.548
F58A3.2a.1	2.833	3.849	5.144
Y17G7B.7.1	411.424	448.604	374.064
M142.1a.1	33.375	18.127	30.857
F54C1.2.1	12.593	39.085	26.709
ZK863.6.1	663.693	500.885	605.02
C05E4.9a.1	173.2	138.414	123.639
Y54E10BL.6.1	69.623	71.955	53.019
F54C1.3a.1	37.802	20.492	19.52
W10C8.2.1	46.958	44.336	81.166
ZK863.7a.1	76.786	49.724	64.742
F39B2.4a.1	12.258	9.788	12.442
C12D12.2a.1	46.844	56.134	57.582
C32F10.6.1	32.024	17.149	47.181
AH9.2.1	42.424	19.9	20.894
B0252.2.1	15.759	7.154	8.212
B0252.3b.1	7.536	12.016	4.65
C44B7.1.1	92.134	138.242	91.434
B0302.1a.1	17.721	17.41	16.162
B0302.5.1	46.483	58.474	77.679
B0336.8.1	35.878	49.95	70.615
B0304.2.1	23.172	38.227	18.753
B0310.5a.1	14.114	18.83	9.781
B0336.2.1	650.743	474.406	559.729
B0361.7.1	21.055	25.458	21.36
B0361.5b.1	66.313	52.618	52.263
B0361.6.1	22.06	35.834	34.511
B0361.9.1	82.299	62.819	84.087
B0336.1a.1	16.59	15.148	13.53
B0403.4.1	244.755	269.814	336.707
B0416.4.1	9.114	7.017	5.697
B0416.5.1	90.721	91.555	132.697
B0403.3.1	19.681	37.229	26.591
B0563.5.1	19.582	5.83	9.826
C01C10.3.1	17.573	74.441	49.323
C02B8.6.1	13.21	11.1	19.182
C02F12.3.1	111.838	33.863	36.401
C02F12.4.1	15.84	12.731	19.758
C02F12.5.1	64.002	112.69	77.638
C02F12.8.1	21.395	17.383	15.038
C03B8.4.1	25.295	22.989	26.749
C03B1.12.1	524.141	407.734	734.896
C03F11.3.1	9.501	14.037	13.491
C03F11.4.1	4.851	2.926	3.905
C04F6.3.1	207.338	126.007	550.658
C04F6.4a.1	30.371	30.772	42.344
C05D10.1a.1	11.33	6.427	11.681
C05D11.2.1	15.625	24.285	18.764
C05D11.3.1	151.8	140.421	127.553
C05D11.7a.1	21.955	19.31	41.088
C05D11.9.1	10.088	8.228	8.703
C05D11.10.1	71.178	44.188	39.153
C05D11.12.1	90.854	84.699	81.102
C04E7.2.1	9.458	7.644	8.137
T07C4.12.1	24.988	27.655	23.999
K12G11.3.1	93.946	147.322	224.472
H24K24.3a.1	167.429	195.315	153.742
F33A8.1.1	49.614	37.135	45.478
T23G11.3.1	194.188	166.319	192.086
Y56A3A.20.1	100.96	84.531	127.247
Y116A8C.42.1	439.144	560.904	522.735
F54E7.3b.1	9.145	8.648	8.864
C13B4.2.1	280.77	278.451	275.872
F38A6.1a.1	12.376	5.72	7.711
D2045.6.1	97.452	81.197	100.741
Y108G3AL.1a.1	83.761	87.998	81.058
F45E12.3.1	28.649	38.498	34.752
AC3.5a.1	35.274	40.658	18.392
B0001.4a.1	71.317	104.278	107.248
B0024.9a.1	194.713	159.639	135.353
B0024.11.1	35.11	34.272	27.397
B0024.12.1	20.052	14.378	13.266
B0024.13.1	28.568	16.08	18.283
B0035.12.1	47.044	46.731	42.727
B0035.11.1	52.025	36.656	55.175
B0035.2.1	38.924	58.581	45.412
B0035.4.1	318.294	214.889	203.116
B0035.6.1	18.196	19.002	25.597
B0035.14a.1	33.306	42.852	36.218
B0035.15.1	18.53	30.474	16.137
B0218.3.1	17.51	12.864	20.082
B0218.1.1	10.869	29.57	26.596
B0222.8.1	8.589	11.625	4.173
B0564.1a.1	18.559	18.888	19.909
C01G5.6.1	81.942	89.115	89.446
C01G6.6a.1	35.09	49.004	40.16
C03A3.2.1	31.458	36.229	32.366
C03D6.4.1	43.914	26.544	37.537
C03D6.5.1	47.804	55.904	41.718
C03D6.6.1	68.083	54.767	25.933
C03D6.8.1	108.916	157.786	112.624
C03D6.3a.1	23.559	24.854	34.276
C04G2.6.1	35.772	29.4	27.299
W01B6.9.1	40.099	59.954	59.119
C04G6.5.1	79.13	46.577	70.59
C05E11.1a.1	17.083	25.509	28.446
C06A1.5.1	167.483	140.105	176.446
C06A6.5.1	34.438	36.106	32.275
C06A8.1a.1	62.579	32.29	37.361
C06A8.5.1	25.83	32.192	38.194
C06B3.4.1	15.514	64.23	41.886
C06G3.7a.1	42.068	41.479	37.917
C06G3.9.1	38.982	27.393	27.509
C06G8.2.1	7.837	5.689	5.646
T25B9.9.1	252.627	273.39	197.498
C06H2.4.1	10.406	4.244	3.877
C07A12.5a.1	15.979	9.558	14.346
C07A12.4.1	693.851	580.141	741.973
C07B5.5.1	92.412	248.472	305.345
